@relation TechnoGym-weka.filters.unsupervised.attribute.Remove-R10-11

@attribute started_startofweekdate date dd/MM/yyyy
@attribute id_user numeric
@attribute id_facility numeric
@attribute count_session numeric
@attribute count_step numeric
@attribute count_physicalactivity numeric
@attribute sum_assignedmove numeric
@attribute sum_performedduration numeric
@attribute sum_performedweight numeric
@attribute avg_session_length numeric
@attribute pa_compliance numeric
@attribute muscle_compliance numeric
@attribute execise_quality_compliance numeric
@attribute month numeric
@attribute user_sex {M,F}
@attribute user_age numeric
@attribute facility_nation {IT}
@attribute facility_hasunity {true,false}
@attribute facility_hasartis {true,false}
@attribute WeeksSinceLastSession numeric
@attribute WeeksToNextSession numeric
@attribute weeks_since_membership numeric
@attribute id_membership numeric
@attribute cum_count_session numeric
@attribute weeks_to_drop numeric
@attribute count_session_rolling_sum2 numeric
@attribute count_session_rolling_sum8 numeric
@attribute rolling_frequency2 numeric
@attribute pa_compliance_rolling_avg2 numeric
@attribute pa_compliance_rolling_avg8 numeric
@attribute muscle_compliance_rolling_avg2 numeric
@attribute muscle_compliance_rolling_avg8 numeric
@attribute DropFlag {FALSE,TRUE}

@data
22/09/2014,7959,4339,5,106,44,5170,9216,105.75,1799,0.55046,0.537778,0.513439,9,F,33,IT,false,false,?,1,1,957621,5,2,5,5,5,0.55046,0.55046,0.537778,0.537778,FALSE
29/09/2014,7959,4339,3,63,27,3388,6876,105.75,83,0.590493,0.558216,0.457989,9,F,33,IT,false,false,1,?,2,957621,8,1,8,8,4,0.570477,0.570477,0.547997,0.547997,TRUE
08/12/2014,8072,1478,3,73,69,2013,6505,1516.5,2171,0.574742,0.538723,0.631732,12,M,40,IT,true,true,?,1,1,334340,3,4,3,3,3,0.574742,0.574742,0.538723,0.538723,FALSE
15/12/2014,8072,1478,1,24,22,487,2934,301.5,3642,0.92401,0.910774,0.8595,12,M,40,IT,true,true,1,1,2,334340,4,4,4,4,2,0.749376,0.749376,0.724748,0.724748,FALSE
22/12/2014,8072,1478,3,72,68,1692,9186,1783,4875,0.974755,0.973867,0.931923,12,M,40,IT,true,true,1,1,3,334340,7,4,4,7,2,0.949382,0.824502,0.94232,0.807788,FALSE
29/12/2014,8072,1478,2,49,47,1205,5352,1481.5,3706,0.947759,0.962625,0.924946,12,M,40,IT,true,true,1,1,4,334340,9,4,5,9,2.5,0.961257,0.855316,0.968246,0.846497,FALSE
05/01/2015,8072,1478,3,72,68,1692,9098,1783,3953,0.966955,0.961364,0.91184,1,M,40,IT,true,true,1,1,5,334340,12,4,5,12,2.5,0.957357,0.877644,0.961994,0.86947,FALSE
12/01/2015,8072,1478,2,49,47,1124,5942,1348,3443,0.948962,0.926381,0.849355,1,M,40,IT,true,true,1,1,6,334340,14,4,5,14,2.5,0.957958,0.88953,0.943872,0.878955,FALSE
19/01/2015,8072,1478,2,46,42,1055,5184,706.5,3113,0.80204,0.792555,0.692535,1,M,40,IT,true,true,1,1,7,334340,16,4,4,16,2,0.875501,0.877032,0.859468,0.866613,FALSE
26/01/2015,8072,1478,2,49,47,1205,6364,1474,3511,0.817946,0.766246,0.790172,1,M,40,IT,true,true,1,1,8,334340,18,4,4,18,2,0.809993,0.869646,0.7794,0.854067,FALSE
02/02/2015,8072,1478,2,49,47,1124,3869,1348,2869,0.819993,0.83537,0.766964,2,M,40,IT,true,true,1,1,9,334340,20,4,4,17,2,0.818969,0.900302,0.800808,0.891148,FALSE
09/02/2015,8072,1478,2,44,30,1330,5039,610,3567,0.649237,0.573699,0.689481,2,M,40,IT,true,true,1,1,10,334340,22,4,4,18,2,0.734615,0.865956,0.704535,0.849013,FALSE
16/02/2015,8072,1478,2,44,17,1899,9547,720,4209,0.826018,0.862035,0.889715,2,M,40,IT,true,true,1,1,11,334340,24,4,4,17,2,0.737627,0.847364,0.717867,0.835034,FALSE
23/02/2015,8072,1478,2,43,16,1470,6493,615,4067,0.831908,0.882256,0.898098,2,M,40,IT,true,true,1,1,12,334340,26,4,4,17,2,0.828963,0.832882,0.872146,0.824988,FALSE
02/03/2015,8072,1478,2,43,16,1899,8726,695,5017,0.78421,0.8443,0.8434,3,M,40,IT,true,true,1,1,13,334340,28,4,4,16,2,0.808059,0.810039,0.863278,0.810355,FALSE
09/03/2015,8072,1478,3,59,23,2510,12168,540,4386,0.805494,0.848474,0.803605,3,M,40,IT,true,true,1,1,14,334340,31,4,5,17,2.5,0.794852,0.792106,0.846387,0.800617,FALSE
16/03/2015,8072,1478,1,27,9,859,3416,695,4151,0.780406,0.908655,0.91534,3,M,40,IT,true,true,1,1,15,334340,32,4,4,16,2,0.79295,0.789401,0.878565,0.815129,FALSE
23/03/2015,8072,1478,1,22,7,708,1904,270,3449,0.768492,0.863655,0.646769,3,M,40,IT,true,true,1,1,16,334340,33,4,2,15,1,0.774449,0.78322,0.886155,0.827306,FALSE
30/03/2015,8072,1478,1,21,9,762,3195,400,2479,0.844259,0.93602,0.799201,3,M,40,IT,true,true,1,1,17,334340,34,4,2,14,1,0.806375,0.786253,0.899837,0.839887,FALSE
06/04/2015,8072,1478,2,41,17,1887,8782,610,3895,0.874665,0.902415,0.926838,4,M,40,IT,true,true,1,1,18,334340,36,4,3,14,1.5,0.859462,0.814431,0.919217,0.880976,FALSE
13/04/2015,8072,1478,2,38,15,1361,4955,402,3773,0.736325,0.834503,0.773398,4,M,40,IT,true,true,1,1,19,334340,38,4,4,14,2,0.805495,0.80322,0.868459,0.877535,FALSE
20/04/2015,8072,1478,3,63,24,2594,5300,270,3300,0.407034,0.404751,0.384404,4,M,40,IT,true,true,1,1,20,334340,41,4,5,15,2.5,0.571679,0.750111,0.619627,0.817847,FALSE
27/04/2015,8072,1478,1,16,8,654,4182,272,9671,0.921042,0.941475,0.848943,4,M,40,IT,true,true,1,1,21,334340,42,4,4,14,2,0.664038,0.767215,0.673113,0.829994,FALSE
04/05/2015,8072,1478,2,46,13,562,3695,670,3875,0.974812,0.959536,0.954227,5,M,40,IT,true,true,1,1,22,334340,44,4,3,13,1.5,0.947927,0.788379,0.950505,0.843876,FALSE
11/05/2015,8072,1478,3,48,14,602,4155,506.25,3498,0.992338,0.994411,0.990927,5,M,40,IT,true,true,1,1,23,334340,47,4,5,15,2.5,0.983575,0.814871,0.976973,0.854596,FALSE
18/05/2015,8072,1478,2,25,7,318,1740,547.5,2208,0.910135,0.878381,0.942809,5,M,40,IT,true,true,1,1,24,334340,49,4,5,16,2.5,0.951237,0.832576,0.936396,0.856437,FALSE
25/05/2015,8072,1478,2,45,13,560,4046,466.25,3639,0.971611,0.972901,0.982795,5,M,40,IT,true,true,1,1,25,334340,51,4,4,17,2,0.940873,0.848495,0.925641,0.861047,FALSE
01/06/2015,8072,1478,3,46,13,592,4008,861.25,2429,0.660993,0.661993,0.663081,6,M,40,IT,true,true,1,1,26,334340,54,4,5,18,2.5,0.816302,0.821786,0.817447,0.830994,FALSE
08/06/2015,8072,1478,2,58,18,1004,4264,1099.5,3258,0.886332,0.941406,0.974962,6,M,40,IT,true,true,1,1,27,334340,56,4,5,18,2.5,0.773663,0.840537,0.8017,0.844357,FALSE
15/06/2015,8072,1478,2,68,20,1954,4633,660.5,4780,0.473986,0.490188,0.459372,6,M,40,IT,true,true,1,1,28,334340,58,4,4,17,2,0.680159,0.848906,0.715797,0.855037,FALSE
22/06/2015,8072,1478,6,192,62,4696,18720,4198.5,2912,0.785902,0.800899,0.824066,6,M,40,IT,true,true,1,1,29,334340,64,4,8,22,4,0.629944,0.832014,0.645543,0.837464,FALSE
29/06/2015,8072,1478,2,77,23,1925,4849,625.5,4157,0.48806,0.491307,0.493084,6,M,40,IT,true,true,1,1,30,334340,66,4,8,22,4,0.636981,0.77117,0.646103,0.778936,FALSE
06/07/2015,8072,1478,3,81,29,1911,10332,2274.5,3417,0.993359,0.99597,0.998436,7,M,40,IT,true,true,1,1,31,334340,69,4,5,22,2.5,0.740709,0.771297,0.743639,0.779131,FALSE
13/07/2015,8072,1478,3,102,31,2672,11917,2314.5,3932,0.959345,0.968835,0.91321,7,M,40,IT,true,true,1,1,32,334340,72,4,6,23,3,0.976352,0.777448,0.982403,0.790438,FALSE
20/07/2015,8072,1478,2,73,22,1861,8202,1281,4274,0.995371,0.996111,0.998547,7,M,40,IT,true,true,1,1,33,334340,74,4,5,23,2.5,0.977358,0.780419,0.982473,0.793339,FALSE
27/07/2015,8072,1478,1,16,4,516,2825,0,2497,0.815593,0.810306,0.736091,7,M,40,IT,true,true,1,3,34,334340,75,4,3,21,1.5,0.905482,0.799743,0.903208,0.811878,FALSE
03/08/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,7,M,40,IT,true,true,?,?,35,334340,75,4,1,19,0.5,0.407796,0.688952,0.405153,0.694202,FALSE
10/08/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,7,M,40,IT,true,true,?,?,36,334340,75,4,0,17,0,0,0.629704,0,0.632928,FALSE
17/08/2015,8072,1478,3,63,20,1639,8694,598.5,1922,0.744965,0.776725,0.908413,8,M,40,IT,true,true,3,1,37,334340,78,4,3,14,1.5,0.372482,0.624587,0.388363,0.629907,FALSE
24/08/2015,8072,1478,1,28,11,778,3775,702.5,3465,0.967424,0.972895,0.936245,8,M,40,IT,true,true,1,2,38,334340,79,4,4,13,2,0.856195,0.684507,0.87481,0.690105,FALSE
31/08/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,8,M,40,IT,true,true,?,?,39,334340,79,4,1,10,0.5,0.483712,0.560337,0.486447,0.565609,FALSE
07/09/2015,8072,1478,1,16,4,516,3000,0,3661,1,1,1,9,M,40,IT,true,true,2,4,40,334340,80,4,1,8,0.5,0.5,0.565419,0.5,0.569505,FALSE
14/09/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,9,M,40,IT,true,true,?,?,41,334340,80,4,1,6,0.5,0.5,0.440998,0.5,0.444991,FALSE
21/09/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,9,M,40,IT,true,true,?,?,42,334340,80,4,0,5,0,0,0.339049,0,0.343702,FALSE
28/09/2015,8072,1478,0,0,0,?,0,0,0,0,0,0,9,M,40,IT,true,true,?,?,43,334340,80,4,0,5,0,0,0.339049,0,0.343702,FALSE
19/05/2014,8094,4339,1,21,9,1139,0,0,0,0,0,0,5,F,29,IT,false,false,?,1,1,957622,1,4,1,1,1,0,0,0,0,FALSE
26/05/2014,8094,4339,2,41,15,1360,2856,42,95,0.49819,0.498853,0.499229,5,F,29,IT,false,false,1,2,2,957622,3,4,3,3,1.5,0.249095,0.249095,0.249426,0.249426,FALSE
02/06/2014,8094,4339,0,0,0,?,0,0,0,0,0,0,5,F,29,IT,false,false,?,?,3,957622,3,4,2,3,1,0.249095,0.166063,0.249426,0.166284,FALSE
09/06/2014,8094,4339,1,22,8,753,2526,42,2691,0.864409,0.85829,0.874961,6,F,29,IT,false,false,2,1,4,957622,4,4,1,4,0.5,0.432204,0.34065,0.429145,0.339286,FALSE
16/06/2014,8094,4339,1,19,7,607,2091,9,3141,0.920516,0.923146,0.982637,6,F,29,IT,false,false,1,1,5,957622,5,4,2,5,1,0.892462,0.456623,0.890718,0.456058,FALSE
23/06/2014,8094,4339,1,22,8,753,2292,42,2935,0.777148,0.741933,0.887341,6,F,29,IT,false,false,1,4,6,957622,6,4,2,6,1,0.848832,0.510044,0.83254,0.503704,FALSE
30/06/2014,8094,4339,0,0,0,?,0,0,0,0,0,0,6,F,29,IT,false,false,?,?,7,957622,6,4,1,6,0.5,0.388574,0.43718,0.370967,0.431746,FALSE
07/07/2014,8094,4339,0,0,0,?,0,0,0,0,0,0,6,F,29,IT,false,false,?,?,8,957622,6,4,0,6,0,0,0.382533,0,0.377778,FALSE
14/07/2014,8094,4339,0,0,0,?,0,0,0,0,0,0,6,F,29,IT,false,false,?,?,9,957622,6,3,0,5,0,0,0.382533,0,0.377778,FALSE
21/07/2014,8094,4339,4,54,27,1791,5919,55.5,1954,0.925866,0.891683,0.914947,7,F,29,IT,false,false,4,1,10,957622,10,2,4,7,2,0.462933,0.435992,0.445841,0.426881,FALSE
28/07/2014,8094,4339,4,57,28,2104,3486,28.5,1194,0.463613,0.453657,0.462689,7,F,29,IT,false,false,1,?,11,957622,14,1,8,11,4,0.69474,0.493944,0.67267,0.483589,TRUE
02/03/2015,8159,2156,4,115,39,4048,11312,2517.5,6055,0.540268,0.591201,0.815412,3,M,22,IT,true,false,?,?,1,459463,4,1,4,4,4,0.540268,0.540268,0.591201,0.591201,TRUE
24/11/2014,8211,4274,1,13,4,382,1770,12,3437,0.987593,0.986876,0.989374,11,M,43,IT,true,false,?,1,1,938380,1,3,1,1,1,0.987593,0.987593,0.986876,0.986876,FALSE
01/12/2014,8211,4274,4,68,26,1536,7500,530,2223,0.989029,0.989891,0.986296,12,M,43,IT,true,false,1,1,2,938380,5,2,5,5,2.5,0.988311,0.988311,0.988383,0.988383,FALSE
08/12/2014,8211,4274,2,34,13,470,3060,86.5,2405,0.990803,0.993076,0.991004,12,M,43,IT,true,false,1,?,3,938380,7,1,6,7,3,0.989916,0.989142,0.991483,0.989947,TRUE
03/11/2014,8472,3701,1,30,10,915,0,0,0,0,0,0,11,F,30,IT,true,true,?,?,1,825556,1,1,1,1,1,0,0,0,0,TRUE
02/02/2015,8472,3701,1,33,13,1172,4648,121.5,5775,0.893966,0.906329,0.721981,2,F,30,IT,true,true,?,?,1,825557,1,1,1,1,1,0.893966,0.893966,0.906329,0.906329,TRUE
30/03/2015,8472,3701,1,34,14,1172,1815,105,4949,0.281846,0.40703,0.258779,3,F,30,IT,true,true,?,?,1,825558,1,1,1,1,1,0.281846,0.281846,0.40703,0.40703,TRUE
27/01/2014,8780,89,2,54,18,1707,5189,582,3446,0.932856,0.955987,0.908663,1,M,39,IT,true,false,2,1,4,12952,6,4,2,6,1,0.466428,0.562264,0.477993,0.569962,FALSE
03/02/2014,8780,89,2,54,18,1707,4334,582,3749,0.86315,0.847846,0.856995,2,M,39,IT,true,false,1,1,5,12952,8,4,4,8,2,0.898003,0.622441,0.901917,0.625539,FALSE
10/02/2014,8780,89,2,55,19,1707,4629,567,2648,0.752926,0.757036,0.73202,2,M,39,IT,true,false,1,1,6,12952,10,4,4,10,2,0.808038,0.644189,0.802441,0.647455,FALSE
17/02/2014,8780,89,2,56,20,1707,4694,700,3791,0.694016,0.75626,0.718296,2,M,39,IT,true,false,1,1,7,12952,12,4,4,12,2,0.723471,0.651307,0.756648,0.662999,FALSE
24/02/2014,8780,89,1,28,10,886,1527,142.5,2747,0.524298,0.567292,0.500289,2,M,39,IT,true,false,1,1,8,12952,13,4,3,13,1.5,0.609157,0.635431,0.661776,0.651035,FALSE
03/03/2014,8780,89,2,53,17,1642,2715,380,3250,0.364286,0.368626,0.343021,3,M,39,IT,true,false,1,1,9,12952,15,4,3,13,1.5,0.444292,0.623544,0.467959,0.641938,FALSE
10/03/2014,8780,89,2,54,18,1707,2446,445,1567,0.512553,0.562003,0.377146,3,M,39,IT,true,false,1,1,10,12952,17,4,4,13,2,0.43842,0.580511,0.465314,0.601881,FALSE
17/03/2014,8780,89,3,80,26,2513,2282,270,1938,0.248687,0.261912,0.211803,3,M,39,IT,true,false,1,1,11,12952,20,3,5,16,2.5,0.38062,0.611597,0.411957,0.63462,FALSE
24/03/2014,8780,89,2,54,18,1692,2574,485,2201,0.482389,0.533495,0.48058,3,M,39,IT,true,false,1,1,12,12952,22,2,5,16,2.5,0.365538,0.555288,0.397704,0.581809,FALSE
31/03/2014,8780,89,1,29,11,886,1200,0,1200,0.090822,0.047021,0.261844,3,M,39,IT,true,false,1,?,13,12952,23,1,3,15,1.5,0.286606,0.458747,0.290258,0.481706,TRUE
02/03/2015,8780,89,1,31,12,886,761,10,881,0,0.104603,0.225412,3,M,39,IT,true,false,?,1,1,12953,1,2,1,1,1,0,0,0.104603,0.104603,FALSE
09/03/2015,8780,89,1,30,10,806,959,15,1139,0,0,0.259208,3,M,39,IT,true,false,1,?,2,12953,2,1,2,2,1,0,0,0.052302,0.052302,TRUE
15/09/2014,8889,4582,1,16,6,586,480,0,517,0,0,0.080544,9,F,45,IT,true,true,?,?,1,1038967,1,1,1,1,1,0,0,0,0,TRUE
27/10/2014,8889,4582,1,21,9,676,900,0,935,0,0.044699,0.178073,10,F,45,IT,true,true,?,1,1,1038968,1,4,1,1,1,0,0,0.044699,0.044699,FALSE
03/11/2014,8889,4582,1,21,8,676,2052,125,2599,0.754028,0.716851,0.835348,11,F,45,IT,true,true,1,1,2,1038968,2,4,2,2,1,0.377014,0.377014,0.380775,0.380775,FALSE
10/11/2014,8889,4582,2,61,24,1352,3055,752.5,2963,0.255316,0.275479,0.39933,11,F,45,IT,true,true,1,1,3,1038968,4,4,3,4,1.5,0.504672,0.336448,0.496165,0.345676,FALSE
17/11/2014,8889,4582,1,23,9,676,115,157.5,295,0,0.104471,0.066118,11,F,45,IT,true,true,1,1,4,1038968,5,4,3,5,1.5,0.127658,0.252336,0.189975,0.285375,FALSE
24/11/2014,8889,4582,2,74,28,1352,3778,1035,3051,0.027608,0.221848,0.26985,11,F,45,IT,true,true,1,3,5,1038968,7,4,3,7,1.5,0.013804,0.20739,0.16316,0.27267,FALSE
01/12/2014,8889,4582,0,0,0,?,0,0,0,0,0,0,11,F,45,IT,true,true,?,?,6,1038968,7,3,2,7,1,0.013804,0.172825,0.110924,0.227225,FALSE
08/12/2014,8889,4582,0,0,0,?,0,0,0,0,0,0,11,F,45,IT,true,true,?,?,7,1038968,7,2,0,7,0,0,0.148136,0,0.194764,FALSE
15/12/2014,8889,4582,1,22,10,676,1800,0,1994,0,0.020541,0.081832,12,F,45,IT,true,true,3,?,8,1038968,8,1,1,8,0.5,0,0.129619,0.010271,0.172986,TRUE
23/02/2015,8889,4582,1,29,16,1078,794,350,2020,0.234281,0.222709,0.260259,2,F,45,IT,true,true,?,3,1,1038969,1,4,1,1,1,0.234281,0.234281,0.222709,0.222709,FALSE
02/03/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,2,F,45,IT,true,true,?,?,2,1038969,1,4,1,1,0.5,0.117141,0.117141,0.111354,0.111354,FALSE
09/03/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,2,F,45,IT,true,true,?,?,3,1038969,1,4,0,1,0,0,0.078094,0,0.074236,FALSE
16/03/2015,8889,4582,1,26,18,1093,900,0,959,0,0.039535,0.090801,3,F,45,IT,true,true,3,4,4,1038969,2,4,1,2,0.5,0,0.05857,0.019767,0.065561,FALSE
23/03/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,3,F,45,IT,true,true,?,?,5,1038969,2,4,1,2,0.5,0,0.046856,0.019767,0.052449,FALSE
30/03/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,3,F,45,IT,true,true,?,?,6,1038969,2,4,0,2,0,0,0.039047,0,0.043707,FALSE
06/04/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,3,F,45,IT,true,true,?,?,7,1038969,2,4,0,2,0,0,0.033469,0,0.037463,FALSE
13/04/2015,8889,4582,1,19,7,668,960,0,1964,0,0,0,4,F,45,IT,true,true,4,4,8,1038969,3,4,1,3,0.5,0,0.029285,0,0.03278,FALSE
20/04/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,4,F,45,IT,true,true,?,?,9,1038969,3,4,1,2,0.5,0,0,0,0.004942,FALSE
27/04/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,4,F,45,IT,true,true,?,?,10,1038969,3,3,0,2,0,0,0,0,0.004942,FALSE
04/05/2015,8889,4582,0,0,0,?,0,0,0,0,0,0,4,F,45,IT,true,true,?,?,11,1038969,3,2,0,2,0,0,0,0,0.004942,FALSE
11/05/2015,8889,4582,1,37,18,1093,786,0,924,0,0.039147,0.089911,5,F,45,IT,true,true,4,?,12,1038969,4,1,1,2,0.5,0,0,0.019574,0.004893,TRUE
15/06/2015,9071,1473,2,40,16,1145,4770,198.75,1440,0.738687,0.758919,0.860037,6,M,34,IT,true,false,?,3,1,331604,2,4,2,2,2,0.738687,0.738687,0.758919,0.758919,FALSE
22/06/2015,9071,1473,0,0,0,?,0,0,0,0,0,0,6,M,34,IT,true,false,?,?,2,331604,2,4,2,2,1,0.369344,0.369344,0.37946,0.37946,FALSE
29/06/2015,9071,1473,0,0,0,?,0,0,0,0,0,0,6,M,34,IT,true,false,?,?,3,331604,2,3,0,2,0,0,0.246229,0,0.252973,FALSE
06/07/2015,9071,1473,1,20,8,609,2820,164.25,3082,0.986752,0.990698,0.982315,7,M,34,IT,true,false,3,1,4,331604,3,2,1,3,0.5,0.493376,0.43136,0.495349,0.437404,FALSE
13/07/2015,9071,1473,5,100,40,2680,6450,103.5,376,0.317869,0.349742,0.441275,7,M,34,IT,true,false,1,?,5,331604,8,1,6,8,3,0.652311,0.408662,0.67022,0.419872,TRUE
02/03/2015,9113,855,2,27,13,1216,2775,193.5,2661,0.45263,0.461037,0.476415,3,F,19,IT,true,false,?,1,1,190223,2,2,2,2,2,0.45263,0.45263,0.461037,0.461037,FALSE
09/03/2015,9113,855,2,31,14,1374,4738,367,2669,0.842191,0.830081,0.874492,3,F,19,IT,true,false,1,?,2,190223,4,1,4,4,2,0.647411,0.647411,0.645559,0.645559,TRUE
27/01/2014,9135,1034,2,36,26,1551,3425,155,2706,0.092558,0.340789,0.436103,1,F,48,IT,true,false,2,2,5,214382,7,4,2,7,1,0.046279,0.090453,0.170394,0.255433,FALSE
03/02/2014,9135,1034,0,0,0,?,0,0,0,0,0,0,1,F,48,IT,true,false,?,?,6,214382,7,4,2,7,1,0.046279,0.075377,0.170394,0.212861,FALSE
10/02/2014,9135,1034,2,34,21,1467,1984,185,2344,0.020532,0.051,0.232,2,F,48,IT,true,false,2,1,7,214382,9,4,2,9,1,0.010266,0.067542,0.0255,0.189738,FALSE
17/02/2014,9135,1034,3,69,44,2470,5827,357.5,2558,0.064798,0.157689,0.49599,2,F,48,IT,true,false,1,1,8,214382,12,4,5,12,2.5,0.042665,0.067199,0.104344,0.185732,FALSE
24/02/2014,9135,1034,7,140,91,5404,10227,710,2555,0.040765,0.133224,0.386676,2,F,48,IT,true,false,1,1,9,214382,19,4,10,18,5,0.052782,0.055077,0.145456,0.150932,FALSE
03/03/2014,9135,1034,3,75,44,2470,5536,537.5,2418,0.090519,0.214024,0.511096,3,F,48,IT,true,false,1,1,10,214382,22,4,10,19,5,0.065642,0.049607,0.173624,0.138419,FALSE
10/03/2014,9135,1034,2,43,26,1467,4468,297.5,2624,0.074922,0.202798,0.480638,3,F,48,IT,true,false,1,1,11,214382,24,4,5,19,2.5,0.082721,0.048012,0.208411,0.13744,FALSE
17/03/2014,9135,1034,4,78,48,2934,8459,370,2568,0.093856,0.148795,0.453472,3,F,48,IT,true,false,1,1,12,214382,28,4,6,23,3,0.084389,0.059744,0.175796,0.15604,FALSE
24/03/2014,9135,1034,3,38,25,1931,5043,187.5,1801,0.084945,0.188451,0.516283,3,F,48,IT,true,false,1,1,13,214382,31,4,7,24,3.5,0.089401,0.058792,0.168623,0.136997,FALSE
31/03/2014,9135,1034,4,76,53,2934,10384,472.5,2885,0.117627,0.213665,0.470052,3,F,48,IT,true,false,1,1,14,214382,35,4,7,28,3.5,0.101286,0.073496,0.201058,0.163706,FALSE
07/04/2014,9135,1034,3,72,45,2470,8456,467.5,3067,0.1222,0.215623,0.587737,4,F,48,IT,true,false,1,1,15,214382,38,4,7,29,3.5,0.119913,0.086204,0.214644,0.184284,FALSE
14/04/2014,9135,1034,1,9,7,464,2577,85,2877,0.05461,0.085995,0.456393,4,F,48,IT,true,false,1,1,16,214382,39,4,4,27,2,0.088405,0.084931,0.150809,0.175322,FALSE
21/04/2014,9135,1034,1,27,17,1003,3171,215,4440,0.368895,0.399476,0.632549,4,F,48,IT,true,false,1,1,17,214382,40,4,2,21,1,0.211752,0.125947,0.242736,0.208603,FALSE
28/04/2014,9135,1034,1,12,7,464,2630,145,3110,0.035314,0.068721,0.364716,4,F,48,IT,true,false,1,1,18,214382,41,4,2,19,1,0.202105,0.119046,0.234099,0.190441,FALSE
05/05/2014,9135,1034,4,64,42,2934,8535,225,2376,0.129864,0.276652,0.516091,5,F,48,IT,true,false,1,1,19,214382,45,4,5,21,2.5,0.082589,0.125914,0.172686,0.199672,FALSE
12/05/2014,9135,1034,1,26,16,1003,3429,170,4069,0.429935,0.401787,0.518392,5,F,48,IT,true,false,1,1,20,214382,46,4,5,18,2.5,0.279899,0.167924,0.339219,0.231296,FALSE
19/05/2014,9135,1034,3,33,23,1931,5017,0,1994,0.107821,0.318419,0.677034,5,F,48,IT,true,false,1,1,21,214382,49,4,4,18,2,0.268878,0.170783,0.360103,0.247542,FALSE
26/05/2014,9135,1034,1,29,17,1003,2119,60,2359,0.104177,0.126474,0.586763,5,F,48,IT,true,false,1,2,22,214382,50,4,4,15,2,0.105999,0.169102,0.222446,0.236643,FALSE
02/06/2014,9135,1034,0,0,0,?,0,0,0,0,0,0,5,F,48,IT,true,false,?,?,23,214382,50,4,1,12,0.5,0.052088,0.153827,0.063237,0.209691,FALSE
09/06/2014,9135,1034,3,64,41,2470,6924,275,3752,0.142519,0.320292,0.309104,6,F,48,IT,true,false,2,1,24,214382,53,4,3,14,1.5,0.071259,0.164815,0.160146,0.238978,FALSE
16/06/2014,9135,1034,2,34,23,1467,2869,67.5,1584,0.132688,0.314732,0.678781,6,F,48,IT,true,false,1,1,25,214382,55,4,5,15,2.5,0.137604,0.13529,0.317512,0.228385,FALSE
23/06/2014,9135,1034,2,40,25,1467,4406,275,3324,0.156116,0.418645,0.548132,6,F,48,IT,true,false,1,1,26,214382,57,4,4,16,2,0.144402,0.15039,0.366689,0.272125,FALSE
30/06/2014,9135,1034,2,36,22,1467,5359,285,3065,0.204017,0.279142,0.518742,6,F,48,IT,true,false,1,1,27,214382,59,4,4,14,2,0.180067,0.159659,0.348894,0.272436,FALSE
07/07/2014,9135,1034,2,36,24,1467,4679,102.5,2489,0.049567,0.271233,0.416361,7,F,48,IT,true,false,1,1,28,214382,61,3,4,15,2,0.126792,0.112113,0.275187,0.256117,FALSE
14/07/2014,9135,1034,1,7,5,464,2064,60,2244,0.068037,0.196364,0.446631,7,F,48,IT,true,false,1,1,29,214382,62,2,3,13,1.5,0.058802,0.10714,0.233798,0.24086,FALSE
21/07/2014,9135,1034,1,28,16,1003,1734,120,3187,0.124619,0.265329,0.352481,7,F,48,IT,true,false,1,?,30,214382,63,1,2,13,1,0.096328,0.109695,0.230846,0.258217,TRUE
08/09/2014,9135,1034,4,68,42,2934,5715,195,2117,0.07638,0.131874,0.360508,9,F,48,IT,true,false,?,1,1,214383,4,4,4,4,4,0.07638,0.07638,0.131874,0.131874,FALSE
15/09/2014,9135,1034,2,39,24,1467,4045,122.5,2472,0.071261,0.292742,0.483198,9,F,48,IT,true,false,1,1,2,214383,6,4,6,6,3,0.073821,0.073821,0.212308,0.212308,FALSE
22/09/2014,9135,1034,3,72,43,2470,7966,522.5,3682,0.225467,0.312312,0.606005,9,F,48,IT,true,false,1,1,3,214383,9,4,5,9,2.5,0.148364,0.12437,0.302527,0.245643,FALSE
29/09/2014,9135,1034,3,61,35,1931,9880,420,3813,0.113749,0.231097,0.450228,9,F,48,IT,true,false,1,1,4,214383,12,4,6,12,3,0.169608,0.121714,0.271704,0.242006,FALSE
06/10/2014,9135,1034,2,44,23,1467,5282,275,3121,0.098109,0.126783,0.476355,10,F,48,IT,true,false,1,1,5,214383,14,4,5,14,2.5,0.105929,0.116993,0.17894,0.218961,FALSE
13/10/2014,9135,1034,2,40,23,1467,6052,227.5,3356,0.256289,0.294385,0.468097,10,F,48,IT,true,false,1,1,6,214383,16,4,4,16,2,0.177199,0.140209,0.210584,0.231532,FALSE
